name,id,alamat,kota/kab,no telp,email,website,Total Dosen - 20191,Total Mhs - 20191,Total Dosen - 20192,Total Mhs - 20192,Total Dosen - 20201,Total Mhs - 20201,Total Dosen - 20202,Total Mhs - 20202,Total Dosen - 20211,Total Mhs - 20211,Total Dosen - 20212,Total Mhs - 20212,Total Dosen - 20221,Total Mhs - 20221,Total Dosen - 20222,Total Mhs - 20222
Universitas Muhammadiyah Sumatera Utara,QUMxQUNEMkMtQzQ5OS00NUFDLUI3OTAtNzZGNUU3Mjk2REY5,Jl Kapt Mukhtar Basri Ba No 3 Glugur Darat II,Kec. Medan Timur,"061-6622400, 6624567",rektor@umsu.ac.id,www.umsu.ac.id,948,20418,923,20425,941,21694,934,20895,1032,22340,947,19879,1113,22849,1009,76
Universitas Nahdlatul Ulama Sumatera Utara,NDgxNUJBMkEtN0I1QS00MERDLTkzRTEtREEwMkM2Rjk3Q0Yw,"1, Jl. Perjuangan No. 215 Desa Tanjung Selamat. 2, Jl.Brigjen A. Manaf Lubis/Gaf",Kec. Sunggal, , unu.su@yahoo.com, www.unusu.ac.id,71,1122,78,965,72,1201,71,1178,88,1352,83,1159,95,1454,90,941
Universitas Pembinaan Masyarakat Indonesia,MzlCNUU4REEtMkU5OS00QjIyLTgyOTYtQkQyQUY2MDRCQzdB,Jalan Teladan No 15 ,Kec. Medan Kota,061 7362927,upmi@upmi.ac.id,www.upmi.ac.id,122,3942,121,3429,140,3300,130,3289,123,2576,107,2334,128,2511,128,101
Universitas Pembangunan Panca Budi,MkYzRkY5MDMtQ0Y5Qy00MTVELTk1RjMtOTYwOEM1ODAxQjIy,"Jl. Jend. Gatot Subroto Km 4,5 Sie Sikambing Medan 20122",Kec. Medan Sunggal,061 8455571,unpab@pancabudi.ac.id,www.pancabudi.ac.id,536,20466,486,19681,569,22329,526,20794,574,23441,609,22275,574,25667,577,2949
Universitas Prima Indonesia,OTMyMDdBNTMtMTJENC00RjMyLUIzMkQtRTA4OEVDNUEyQTM0,Jalan Sekip Simpang Sikambing,Kec. Medan Petisah,0614578870,contact@unprimdn.ac.id,unprimdn.ac.id,522,15680,547,14765,540,15668,584,14613,704,16559,687,16076,614,19363,633,2513
Universitas Quality,RTE5MUVEQkMtOUYxRC00MTg0LUFDQkItQkYzN0ZFNUM1NDA4,Jl. Ringroad - Ngumban Surbakti No.18 Medan,Kec. Medan Selayang,06180047003,info@universitasquality.ac.id,www.universitasquality.ac.id,23,1655,81,1591,113,1938,79,1216,81,1571,76,1469,93,1904,98,1988
Universitas Quality Berastagi,RjQ1NDU4MjQtNUU5Qi00OUFBLUI2Q0YtNzM3OTMwOUY0Q0I4,,Kab. Karo,062892188,info@uqb.ac.id,www.uqb.ac.id,69,941,54,941,76,1246,61,792,79,1213,78,766,125,1381,79,1351
Universitas Sari Mutiara Indonesia,MzYwQjdGMzktRDBBRS00RURFLTk3QTAtMEQ5NDlGQzUxMTVE,Jalan Kapten Muslim No. 79 Medan,Kec. Medan Helvetia,085361670151,info@sari-mutiara.ac.id,www.sari-mutiara.ac.id,233,4504,207,4210,246,4990,245,4921,257,5818,247,5816,321,5989,344,3035
Universitas Simalungun,MEI3QTg4REQtRENENi00Q0Q1LTlBNTUtMUM4OTc5RjYyRjQw,Jalan Sisingamangaraja Barat ,Kec. Siantar Martoba,0622 24670,universitassimalungun1965@gmail.com,www.usi.ac.id,196,6545,171,5752,204,6115,180,5667,236,6129,216,5944,262,7375,234,5934
Universitas Potensi Utama,OUY2MDBGMEEtMEVDRi00Rjc1LTk3NTEtMDdBQTVFNUYyMDNF,"Jl. K.L. Yos Sudarso Km 6,5 No. 3A Tanjung Mulia - Medan ",Kec. Medan Deli,061-6640525,info@potensi-utama.ac.id,www.potensi-utama.ac.id,334,10761,264,10757,516,8027,463,7210,524,7483,426,7406,498,8820,456,7279
Institut Sains Dan Teknologi Td Pardede,OEQ3NTlGNkEtOTBFMS00QzM3LTgyMTEtOEU1OUVEMUYwRTk0,Jalan Dr T D Pardede No 8 Medan,Kota Medan,061-456-9877,iistp@yahoo.com,www.istp.ac.id,70,880,53,829,64,798,66,627,67,760,58,632,88,557,72,0
,,,,,,,0,5010,0,4562,0,432,0,0,0,63,0,0,0,0,0,0
Sekolah Tinggi Ilmu Kesehatan Mitra Husada Medan,QUVCQUYzNjYtM0Q2OC00MjRFLThDRjYtN0QwOTJBNzUwNTIw,Jl. Pintu Air IV Pasar 8 Kel. Kwala Bekala,Kec. Medan Johor,061-8367405,stikesmitrahusadamedan18@gmail.com,www.mitrahusada.ac.id,39,1391,65,909,100,1257,85,1244,105,1898,105,1854,135,2485,153,2309
Institut Pendidikan Tapanuli Selatan,MkZBNzEzNEMtMzVGQS00QkE2LUE4NkMtNjUwQUQ1NjBENDhB,Jalan Sutan Muhammad Arif Kel. Batang Ayumi Jae - Padangsidimpuan,Kec. Padang Sidimpuan Utara,081326284232,iptapsel@gmail.com,ipts.ac.id,172,3227,149,2929,158,2842,151,2832,171,3289,153,3250,176,3456,166,3035
,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Akademi Informatika Dan Komputer Medicom,MDJDRTc0OEYtQ0Q3RC00MEQ3LUIxQjItMDJEQ0Q5NDA3NTQx,Jalan Bantam No 12 ,Kec. Medan Deli,061-4152616,sahabatmedicom@gmail.com,www.medicom.ac.id,63,933,56,887,61,736,68,738,64,637,64,577,71,687,66,537
Akademi Kebidanan Agatha,NEZBMDM5RDgtOEQ0Qi00N0VGLUFGQzktODM3NDYwQjI0RThE,Jl PDT J Wismar Saragih ,Kec. Siantar Utara,0622-7436548, agathaakbid@gmail.com, ,5,17,6,17,6,7,3,7,0,0,0,0,0,0,0,0
,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,0,36,0,36,0,29,0,29,0,16,0,16,0,0,0,0
,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Akademi Kebidanan Langkat,MThGMjlCRTEtMkM1MS00RDMyLUE0MkUtNUQyNzY4MDRDMzIw,Jl T Putra Azis No 2 ,Kec. Stabat,(061)8911906, akbidlangkatkab@yahoo.co.id, www.akbidlangkat.ac.id,0,50,9,47,8,62,8,62,10,125,9,125,8,173,9,45
Universitas Muhammadiyah Bengkulu,MDI1RUZDQTgtMEYzMS00RDY2LTgxMkEtMUZCREMzRDIyNkRB,Jalan Bali Kota Bengkulu 38119 ,Kec. Teluk Segara,(0736) 22765,humas@umb.ac.id,www.umb.ac.id,446,9423,348,8900,433,8649,362,8023,482,8346,402,7043,484,7685,421,1346
Universitas Riau,NTUxOEY0OUQtQzk4RS00OUIwLUEzOTQtRTc1NzUzQjAzQzkz,Kampus Bina Widya Simpang Baru,Kota Pekanbaru,0761-63266,rektor@unri.ac.id,www.unri.ac.id,2564,35816,2275,31684,2758,35152,2464,31861,3059,35578,2472,31618,3066,35707,2664,18354
Universitas Islam Riau,NUI3MEIyNkQtQ0Y0NS00NDA3LTlEQTAtRjkyNTFDNjgwMDQ1,Jl Kaharuddin Nasution 113 Perhentian Marpoyan,Kec. Marpoyan Damai,(0761) 72126, info@uir.ac.id,www.uir.ac.id,895,29969,781,27567,824,30427,865,27864,977,31110,919,28517,1015,31701,928,19401
Universitas Lancang Kuning,RTg3NDk3RUEtOENCNi00NUMwLUE2NzAtNUNEMDFENThERDAz,"Jalan Yos Sudarso Km 8 Rumbai, Pekanbaru, Riau, Indonesia",Kota Pekanbaru,(0761) 52248,info@unilak.ac.id,www.unilak.ac.id,382,12355,401,11136,383,12225,398,11613,419,12415,422,10760,520,12284,507,11237
Universitas Muhammadiyah Riau,MkZGOEZGNzItQTkwRC00MEQ4LUI4RDgtNUY3QkJDQTFBNTY5,Kampus Utama: Jl.Tuanku Tambusai RT. 03 RW. 02 Kelurahan Delima,Kec. Tampan,0761839577,umri@umri.ac.id,www.umri.ac.id,328,8365,298,7908,465,9394,380,9006,493,10072,363,9909,333,11291,292,196
Universitas Abdurrab,QjY3MjM3NzQtOTAyMi00NUM4LUE2QjAtQkUwQTREN0NCN0Uz,Jalan Riau Ujung No 73 Tampan,Kec. Payung Sekaki,0761-38762,humas@univrab.ac.id,www.univrab.ac.id,184,2906,184,2787,241,2998,219,2957,270,3115,227,2958,271,3264,227,615
Universitas Pahlawan Tuanku Tambusai,NkUzQzc4NzAtMTY4NS00REFBLUI1NDctNzc5RDRENUNENzRB,Jl. Tuanku Tambusai No. 23,Kec. Bangkinang,,info@universitaspahlawan.ac.id,https://universitaspahlawan.ac.id,274,2803,230,2676,289,3337,253,2979,308,3868,305,3256,331,4174,300,3935
Universitas Islam Indragiri,QkI2MDQ3MUEtRDdEQi00NUYwLUI5NjQtN0Q2ODE4NUREMzBE,Jl. Ki Hajar Dewantara - Tembilahan,Kec. Tembilahan Hulu,0768 324918,info@unisi.ac.id,http://unisi.ac.id/,216,2472,191,2422,217,2640,194,2561,213,2869,187,2784,202,3025,191,2942
Universitas Islam Kuantan Singingi,OEY1QTMwNkUtMTNEMC00NTQ3LTg2QkQtMUY5QjM2RTg2QjMz,Jl. Gatot Subroto KM 7 Jake Teluk Kuantan Kabupaten kuantan Singingi Provinsi Ri,Kab. Kuantan Singingi,08117675900,uniksjaya@gmail.com,uniks.ac.id,161,3300,146,2224,149,2436,136,2120,155,2508,145,2146,144,5094,131,543
Sekolah Tinggi Bahasa Asing Persada Bunda,OEIzM0IzRTYtODUyQy00MzkxLTlERjQtM0I4REYxRDVEMzZE,Jalan Diponegoro No 42 ,Kota Pekanbaru,076123181,stibapb42@gmail.com,stibapersadabunda.ac.id,4,187,4,188,4,171,4,156,6,126,6,127,7,129,10,129
Sekolah Tinggi Ilmu Administrasi Lancang Kuning,RUQ1NTI3MkMtQ0JDRC00MjBCLTgzMjAtQjA3RjM4MDJCMzY0,Jalan Gunung Merapi No 01 Bumi Ayu Dumai Riau,Kota Dumai,0765-38848,info@stia-lk-dumai.ac.id,stia-lk-dumai.ac.id,20,1451,20,987,23,1093,31,851,39,897,30,817,40,967,33,3
Sekolah Tinggi Ilmu Farmasi Riau,QzI4RjE4ODgtRDQxRi00MkU2LUJEQzgtNkUxODYyRjAxOTdD,Jalan Kamboja Simpang Baru Panam,Kota Pekanbaru,0761588007,farmasi@stifar-riau.ac.id,www.stifar-riau.ac.id,64,1287,66,1124,69,1161,70,1027,73,1351,70,1167,69,1365,68,1162
,,,,,,,0,2388,0,2271,0,2278,0,2241,0,2341,0,0,0,0,0,0
,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sekolah Tinggi Pariwisata Riau,MkM0MzhCNjEtMTk2RS00MEE4LUIxNjUtM0IyRTM3OTBBRTU4,Jalan Pattimura No.54 Kelurahan CIntaraja Kecamatan Sail Gobah - Pekanbaru - Ri,Kota Pekanbaru,076135531,stpriau@gmail.com,https://stpriau.ac.id/,19,276,16,273,17,309,14,280,13,256,12,253,14,252,14,125
Sekolah Tinggi Teknologi Pekanbaru,QTczQjkxNEItODYzNy00MzQxLThERDUtMDQyRkRDQzJERDRF,Jalan Dirgantara No 4 Arengka,Kota Pekanbaru,0761-61815,humas@sttp-yds.ac.id,www.sttp-yds.ac.id,32,872,31,793,43,848,42,859,40,948,36,883,42,958,48,6
,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STISIP Persada Bunda,QkM3QTlEQkUtMDREQS00QUIwLUE2RUItOTFDRTRFODYwNjRC,Jalan Diponegoro No 42 ,Kota Pekanbaru,0761-23181,stisippb42@gmail.com,stisippersadabunda.ac.id,15,410,15,410,13,376,14,376,13,325,14,324,14,303,14,303
STISIP Persada Bunda,QkM3QTlEQkUtMDREQS00QUIwLUE2RUItOTFDRTRFODYwNjRC,Jalan Diponegoro No 42 ,Kota Pekanbaru,0761-23181,stisippb42@gmail.com,stisippersadabunda.ac.id,15,410,15,410,13,376,14,376,13,325,14,324,14,303,14,303
,,,,,,,0,590,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,0,140,0,140,0,185,0,162,0,0,0,0,0,0,0,0
Politeknik Kampar,MjMyQzI0RjgtOTQ3NC00NEMyLTg3MkYtNjYwOTZEN0JCN0FB,Jl. Tengku Muhammad (KM.2) Bangkinang ,Kec. Bangkinang,07623240818,akademik@poltek-kampar.ac.id,www.poltek-kampar.ac.id,43,245,29,245,40,366,31,366,36,458,32,458,41,480,45,481
,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Politeknik Caltex Riau,QTg5NzI5MUEtMkRDRS00NzM4LUI2RTktNjIwMDc1OEE1OUYz,,Kota Pekanbaru,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Akademi Bahasa Asing Persada Bunda,NkZCQjJFQzktMjYxRi00NzUyLTlERTYtOTNENjlCMERGOTFF,Jalan Diponegoro No 42 ,Kota Pekanbaru,0761-23181, abapb42@gmail.com,abapersadabunda.ac.id,1,14,0,14,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Akademi Keperawatan Dharma Husada,QUJENTZCMjAtNTFDQy00M0Y1LTg1MzEtRDRDMjk3RUE4NTkw,,Kota Pekanbaru,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Akademi Keperawatan Sri Bunga Tanjung,NjkyQzdBMUUtNzlCRC00NkFCLTg1NTEtODQ3RDAyQzE2OTU3,Jalan Tanjung Jati ,Kota Dumai,0765439710, akpersribungatanjung03@gmail.com, https://akper-sbtdumai.ac.id,7,68,7,68,5,93,4,93,5,105,5,105,5,105,4,37
,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Akademi Kesenian Melayu Riau,QkVDRTVCQTgtOEI2My00NzA3LTk0MDUtOEI1QTc5RDFFMTAx,Jl Jenderal Sudirman Purna Mtq ,Kota Pekanbaru,0761-31-348,akmr_seni@yahoo.com,www.akmr.ac.id,6,15,4,10,3,5,0,5,0,0,0,0,0,0,0,0
,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Akademi Pariwisata Engku Putri Hamidah,REZFMjcwMTctQkVFMy00MDc4LTg0NUQtRDhCRjQwMEY4M0Ux,Jalan Pattimura No.54 Kelurahan Cintaraja Kecamatan Sail Gobah-Pekanbaru-Riau,Kota Pekanbaru,076135531,stipar_apeph@yahoo.com,http://www.stipar-apeph.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Akademi Sekretari Dan Manajemen Persada Bunda,ODUzMjIwNjItODEzMS00NkM4LTg4NTUtNUQyOEE4ODNERENC,Jalan Diponegoro No 42 ,Kota Pekanbaru,0761 23181,asmpb42@gmail.com,www.persadabunda.ac.id,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AMIK Mahaputra Riau,NkY2RjQxRTItRkRGNC00RENFLTg3QzQtRTM4ODQ5QkE2Qjkw,Jalan Hr. Subrantas No. 77 KM. 12 Panam - Pekanbaru - Riau,Kota Pekanbaru,0761-563872,amp.riau@gmail.com,www.amikmahaputra.ac.id,9,187,9,160,9,167,9,157,10,148,10,146,9,145,9,119
,,,,,,,0,491,0,424,0,292,0,283,0,315,0,292,0,306,0,0
AMIK Selat Panjang,QTY3QjkxOEQtMDRENS00MjAxLUI3MUMtNjhGNDM3QURBNDY3,Jalan Dorak Selatpanjang,Kab. Kepulauan Meranti,081275667893,sekretariat@amikslp.ac.id,www.amikslp.ac.id,22,185,25,171,24,199,22,191,20,187,12,179,10,149,9,0
Universitas Riau Kepulauan,MTg5NzBGOTQtNkFEOS00RTdFLUFGMEMtQTE4REU5NUVFQjMx,"Jalan Batu Aji Baru No. 99 Batu Aji Kota Batam, Provinsi Kepulauan Riau",Kota Batam,0778-392752,info@unrika.ac.id,www.unrika.ac.id,230,6736,172,5833,221,5395,188,4528,233,4919,199,4193,246,4823,205,3006
Universitas Batam,NTZCNDBBNzMtNkI0Ri00M0RFLTkxODktNkM3MDI0NDJEMEU1,Jl Kampus Abulyatama No 05 Batam Centre,Kota Batam,0778-7485055,info@univbatam.ac.id,univbatam.ac.id,179,2586,175,2576,199,2198,188,2116,265,2295,246,2229,276,2241,272,8
Universitas Internasional Batam,ODBGMzlEQzEtNURGQS00RTgxLUE0MzgtMzFGRTMxRDcwMzlC,Jl Gajah Mada Baloi Sei Ladi ,Kota Batam,"0778-6002999,7437111",info@uib.ac.id,www.uib.ac.id,124,3953,209,3501,157,4014,174,3344,186,4047,247,3447,230,3913,255,86
Universitas Putera Batam,RjRDQkU0NzEtNjhDMC00M0NGLTk2MTctQzBEODIxMDg1NEJF,Jl Letjen R Soeprapto Muka Kuning,Kota Batam,085775710743,akademik@upbatam.ac.id,www.upbatam.ac.id,446,5398,391,4503,357,4682,270,3911,321,4167,232,3555,322,4001,231,3257
Universitas Terbuka,MEY0NjBGOTctNkQ0Ny00RDk2LThBMkEtNDM2MUVBMDRGM0U4,"Jalan Cabe Raya, Pondok Cabe, Pamulang, Tangerang Selatan",Kota tangerang Selatan,021-7490941,hallo-ut@ut.ac.id,www.ut.ac.id,8,1089821,5,1092972,9,1122409,213,1132716,273,1170231,790,1186337,873,966300,873,108096
Universitas Ibnu Sina,QjExMkI5RDAtMjI5OS00MjZDLUFEQjktQjc2N0E3QTI3NjM5,"Jl. Teuku Umar, Lubuk Baja Kota,",Kec. Lubuk Baja,07784083113,info@uis.ac.id,uis.ac.id,168,3921,158,3879,168,4208,152,4164,176,4540,163,4183,177,4519,160,4175
Universitas Awal Bros,M0I5RUFCMTMtOUZDOC00NEUzLUI3Q0ItQTAxQUNCNDdDMEVC,,Kota Pekanbaru,(0761) 8409768,info@univawalbros.ac.id,https://univawalbros.ac.id,0,191,0,191,0,326,0,360,0,512,0,581,66,699,70,613
Universitas Karimun,ODYwRTZBQUQtMzAyNy00QkQzLTk1NjItRkIxRjQ2QzMyOTA5,Karimun ,Kab. Karimun,0777-7360578,101020@universitaskarimun.ac.id ,https://www.universitaskarimun.ac.id,103,638,75,627,96,656,82,616,108,639,85,623,96,647,72,552
Universitas Universal,MDlBQUQxRjQtOEFCMS00QkUxLTkyQ0YtRkI2NzNEMEFGMUVC,"Kompleks Maha Vihara Duta Maitreya Bukit Beruntung Sungai Panas, Batam",Kota Batam,"(0778)473399, 466869",info@uvers.ac.id,www.uvers.ac.id,126,802,150,793,130,901,160,888,107,895,97,869,101,906,99,883
Politeknik Bintan Cakrawala,OUZEODE4NkUtMjYxNi00ODQyLTg4NTAtOTk1QzI5NEZDQkFF,,Kab. Bintan,0770692002,poltek.bintancakrawala@pbc.ac.id,www.pbc.ac.id,3,57,1,57,6,107,13,106,27,139,26,139,31,154,28,153
Sekolah Tinggi Agama Islam Nahdlatul Ulama Kepulauan Riau,MDAwNjg0NkYtQjVBMy00N0I3LTlDQzYtNkU2NTYzNzk0NkU3,Jalan Yusuf Kahar Nomor 7 Kelurahan Pinang Kecamatan Tanjung Pinang Kota Tanjung Pinang Kepulauan Riau,Kec. Tanjung Pinang Kota,082268101309,stainu.kepri@gmail.com,www.stainukepri.ac.id,0,79,0,79,0,148,0,0,0,0,0,0,0,0,0,0
Sekolah Tinggi Ilmu Kesehatan Karimun,M0MzNDI0NTUtMTc3OC00OTNFLUE4QjEtOERERTgxMkE3QTky,"JL. PRAMBANAN NO. 99, KOMP. WIDYA SEI. JODOH, Batam ",Kota Batam,(0778) 451455,stikeskarimunYWP@gmail.com,http://www.stikes-karimun.com,14,124,11,124,10,131,23,131,26,132,26,373,16,583,24,583
,,,,,,,0,143,0,143,0,135,0,134,0,122,0,0,0,0,0,0
,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sekolah Tinggi Ilmu Ekonomi Bentara Persada Batam,NTcwNTI3QkMtREU4NC00NDg5LThDRkItOTUyODQ4REI3NkRB,Kelurahan I Sub Wilayah Khusus ,Kota Batam,0811-7038-382,stiebentara@gmail.com,www.stiebpbatam.ac.id,14,97,14,84,13,96,13,70,14,80,14,66,11,72,12,26
,,,,,,,0,2388,0,2271,0,2278,0,2241,0,2341,0,0,0,0,0,0
Sekolah Tinggi Ilmu Ekonomi Cakrawala,MEIzMjBFQTYtNTAyOS00RUZGLTkzNDQtQkJEQzM1NjYyOTVC,karimun,Kab. Karimun,085356230996,stiecakrawala@yahoo.com,https://stiecakrawala.ac.id,18,294,18,293,18,461,20,344,19,388,21,330,29,391,25,350
Akademi Bahasa Asing Permata Harapan,N0IzNjJCOEYtMTFBRi00RURDLUIwMTctQTVCQjAxNzhGNzdB,Jl Gajah Mada Komp Batu Batam Mas Blok D & E No 1 Baloi,Kota Batam,0778431318,abaph@giciku.ac.id,http://gicibusinessschool.ac.id,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Akademi Akuntansi Permata Harapan Batam,MzBGMDVBOUUtN0E1OC00MUY0LUIwQzItRkVCMDI4RDYzOUY0,Jl Gajah Mada Komp Batu Batam Mas Blok D & E No 1 Baloi,Kota Batam,0778 7498191,aaph@giciku.ac.id,http://gicibusinessschool.ac.id,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,
Universitas Muhammadiyah Bangka Belitung,QzlFN0QwODAtQjY4My00NzA3LTlGNjQtMzM3QTFDRjk5REE2,,Kota Pangkalpinang,0717431771,office@unmuhbabel.ac.id,www.unmuhbabel.ac.id,0,1446,0,1446,83,1803,74,1759,107,2246,88,2201,103,2299,89,2101
Universitas Terbuka,MEY0NjBGOTctNkQ0Ny00RDk2LThBMkEtNDM2MUVBMDRGM0U4,"Jalan Cabe Raya, Pondok Cabe, Pamulang, Tangerang Selatan",Kota tangerang Selatan,021-7490941,hallo-ut@ut.ac.id,www.ut.ac.id,8,1089821,5,1092972,9,1122409,213,1132716,273,1170231,790,1186337,873,966300,873,108096
,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sekolah Tinggi Ilmu Ekonomi Pertiba,RUQ5QzdDNTItNTM4MS00QUVCLTlFNTUtNUZDQkEyQzk2QTIx,Jalan Adhyaksa No. 9 Pangkalpinang Provinsi Kepulauan Bangka Belitung,Kota Pangkalpinang,0717 423374,stie_pertiba@yahoo.co.id,www.stiepertiba.ac.id,29,880,30,918,33,874,32,921,36,796,36,795,37,814,38,831
Politeknik Manufaktur Negeri Bangka Belitung,RDVDNTBDNzAtQkRGRS00RjMyLTg4Q0ItMDVDN0I0M0FFNDNG," Jln. Timah Raya, Air Kantung Sungailiat Bangka",Kec. Sungai Liat,0717 93586,polman@polman-babel.ac.id,www.polman-babel.ac.id,134,831,130,822,139,992,131,959,111,1076,108,1047,108,1115,118,1115
Politeknik Darma Ganesha,MEU0M0VCNzgtQjBEMy00Q0I0LUI3N0QtMTAyNTZGODNEMkFE,"Jl. Sriwijaya No. 13 Tanjungpandan, Belitung",Kab. Belitung,0719- 9301023, darmaganeshapoliteknik@gmail.com,www.poltekdg.ac.id,0,20,0,23,8,31,3,33,4,50,4,50,4,46,1,0
,,,,,,,0,189,0,207,0,181,0,174,0,179,0,172,0,0,0,0
Universitas Bung Hatta,M0YzRkU4OUMtMzE3OC00NzMzLUI3NkQtNEY1QThEQzJCQTNE,Jalan Sumatera Ulak Karang,Kota Padang,07517051678,rektorat@bunghatta.ac.id,www.bunghatta.ac.id,507,9918,443,8230,478,7883,480,7727,538,8466,459,6827,540,7494,496,55
Universitas Adzkia,QTM1MzU1QkQtMDIxRi00MkVFLUFBQ0EtQjFDODk4MzJBNzc3,,Kota Padang,(0751) 497107,informasi@adzkia.ac.id,https://adzkia.ac.id/,0,760,0,760,0,1061,0,1062,60,1182,80,1017,124,1625,134,1496
Universitas Baiturrahmah,Qzk2NEY3MkYtOEJERi00OUNGLUI1NzUtNUFFMDVFNjUxMjI3,Jalan Raya By Pass Km 15 Air-pacah,Kota Padang,0751-463069,rektorat@unbrah.ac.id,www.unbrah.ac.id,267,3168,258,2992,305,3529,279,3406,322,3990,301,3668,337,4232,297,3609
Universitas Dharma Andalas,QkI4Mzg0MEItRTlDNC00MEJBLUEyNTctNjU2QTA2N0UxRkVG,"Jalan Sawahan No. 103 A, Simpang Haru",Kec. Padang Timur,0751-37-135,puskom@unidha.ac.id,web.unidha.ac.id,214,2485,161,2311,199,2683,165,2487,173,2772,158,2533,176,2746,161,0
Universitas Dharmas Indonesia,NEYzNzZCMjUtQkQ5NC00REEzLUJGOTAtNDg4M0VCRkIxRDBF,Jl Lintas Sumatera km 18 Koto Baru,Kab. Dharmas Raya, -,undhari@gmail.com,https://undhari.ac.id,176,1654,161,1679,197,1766,155,1755,175,1953,130,1979,201,2287,174,643
Universitas Ekasakti,QTdCRkM0MDUtNTY1My00Qjk1LUI1NzktRDVEQTU1NUFFOTI2,Jalan Veteran Dalam No 26 B ,Kota Padang,075128859,rektoratunes@unespadang.ac.id,www.unespadang.ac.id,376,13765,336,12496,357,12654,362,10856,354,11108,339,11343,336,11582,334,0
Universitas Fort De Kock,MzhCQTUyREUtRTY0Ny00N0VCLUJGN0UtNzc2MEU2N0Q2OUJE,"Jl. Soekarno Hatta No.11, Manggis Ganting",Kec. Mandiangin Koto Selayan,0752-31877,informasi@fdk.ac.id,https://fdk.ac.id/,136,2032,119,1973,149,2215,128,2241,147,2416,135,2601,183,2633,171,929
Universitas Islam Sumatera Barat,NzM1REZBN0ItMkQ5NC00QjZGLUIzQzEtQTEzQjFGREUxN0Q5,"Jalan Raya Halaban, Panyakalan, Solok",Kec. Kubung,+62 81166 55515,salam@uisb.ac.id,uisb.ac.id,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Universitas Mahaputra Muhammad Yamin,QkY3RkIxQzEtM0YxRC00QzVFLTk5NDctQzJENDE5RTUxNDRB,Jalan Raya Koto Baru No 7 ,Kec. Tanjung Harapan,(0755) 324265, baak.ummy@gmail.com, ummy.ac.id,143,1579,120,1419,127,1924,112,1789,133,1936,104,1842,124,2015,104,249
Universitas Muhammadiyah Sumatera Barat,RjhCRTI2OTEtRTE0RC00MTczLTk5QzQtNERGQTJEOTBDOTM2,Jalan Pasir Kandang No 4 Koto Tangah,Kec. Koto Tangah,0751-4851002,info@umsb.ac.id,www.umsb.ac.id,336,5531,313,4824,343,5104,330,4863,352,5077,340,4793,368,4597,335,4283
Universitas Nahdlatul Ulama Sumatera Barat,QkUwQzVDQkItOEU1NS00NjQ3LUEwMEUtQ0RCQjExQUU4MDFF,Jl. Ciliwung No. 10,Kec. Padang Utara,-,rektorat@unusumbar.ac.id,www.unusumbar.ac.id,76,328,68,330,109,480,107,481,110,697,103,697,103,740,92,744
Universitas Perintis Indonesia,QjFFNDc2OEEtMTVDRS00ODQ4LTlDN0YtQzNGN0M3MTBBOUMz,,Kota Padang,(0751) 481992,universitas@upertis.ac.id,upertis.ac.id,0,1330,0,1507,171,2443,159,2445,197,2873,179,2641,275,2662,242,2564
Universitas PGRI Sumatera Barat,MDhFODVCRTYtMzEzMi00NDk3LUI2OTUtRDc3RTMzRDk1NUYz,,Kota Padang,(0751) 7053731,info@upgrisba.ac.id,https://upgrisba.ac.id,0,2759,0,2759,0,3578,0,3579,349,4532,339,4239,376,4554,348,115
